CODIGO|PROCEDIMENTO|PORTE|VALOR PORTE|AUXILIARES|VALOR UCO|PORTE ANESTESICO|QTDE FILME|INCIDENCIA|VALOR
30101468|EXÉRESE DE LESÃO / TUMOR DE PELE E MUCOSAS|03C|108,8|1|0|3|0|0|108,8
30101476|EXÉRESE DE TUMOR E ROTAÇÃO DE RETALHO MÚSCULO-CUTÂNEO|05B|187|1|0|2|0|0|187
30101484|EXÉRESE DE UNHA|02B|45,9|0|0|0|0|0|45,9
30101492|EXÉRESE E SUTURA SIMPLES DE PEQUENAS LESÕES - GRUPO DE ATÉ 5 LESÕES|03B|95,2|0|0|2|0|0|95,2
30101506|EXÉRESE TANGENCIAL (SHAVING) - (POR GRUPO DE ATÉ 5 LESÕES)|02C|54,4|0|0|2|0|0|54,4
30101514|EXPANSÃO TISSULAR (POR SESSÃO)|01C|25,5|0|0|2|0|0|25,5
30101522|EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS DA REGIÃO|08B|416,5|1|0|3|0|0|416,5
30101530|EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OU MUSCULARES C|09B|514,25|1|0|4|0|0|514,25
30101549|EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS À DISTÂNCIA|09B|514,25|1|0|4|0|0|514,25
30101557|EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHO FASCIOCUTÂNEO OU AXIAL|09B|514,25|1|0|4|0|0|514,25
30101565|EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS|09A|471,75|1|0|4|0|0|471,75
30101573|EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES|09A|471,75|1|0|4|0|0|471,75
30101581|EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO|08A|397,8|1|0|3|0|0|397,8
30101590|FACE - BIÓPSIA|03B|95,2|0|0|0|0|0|95,2
30101603|FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS (DESBRIDAMENTO)|02B|45,9|1|0|2|0|0|45,9
30101611|INCISÃO E DRENAGEM DE TENOSSINOVITES PURULENTAS|03B|95,2|1|0|2|0|0|95,2
30101620|INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA OU PANARÍCIO|02B|45,9|0|0|0|0|0|45,9
30101638|INCISÃO E DRENAGEM DE FLEGMÃO|03A|74,8|0|0|0|0|0|74,8
30101646|INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS - POR SESSÃO|01C|25,5|0|0|0|0|0|25,5
30101654|LASERCIRURGIA (POR SESSÃO)|04B|142,8|0|0|2|0|0|142,8
30101662|MATRICECTOMIA POR DOBRA UNGUEAL|03A|74,8|0|0|0|0|0|74,8
30101670|PLÁSTICA EM Z OU W|04A|130,05|1|0|2|0|0|130,05
30101689|RECONSTRUÇÃO COM RETALHOS DE GÁLEA APONEURÓTICA|08C|442|2|0|5|0|0|442
30101697|RETALHO COMPOSTO (INCLUINDO CARTILAGEM OU OSSO)|08C|442|2|0|5|0|0|442
30101735|RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO|02C|54,4|0|0|1|0|0|54,4
30101743|RETRAÇÃO CICATRICIAL DE AXILA - TRATAMENTO CIRÚRGICO|05B|187|2|0|3|0|0|187
30101751|RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES|05B|187|1|0|3|0|0|187
30101760|RETRAÇÃO CICATRICIAL DO COTOVELO - TRATAMENTO CIRÚRGICO|05B|187|2|0|3|0|0|187
30101778|RETRAÇÃO DE APONEVROSE PALMAR (DUPUYTREN)|05B|187|1|0|3|0|0|187
30101786|SUTURA DE EXTENSOS FERIMENTOS COM OU SEM DESBRIDAMENTO|05B|187|1|0|3|0|0|187
30101794|SUTURA DE PEQUENOS FERIMENTOS COM OU SEM DESBRIDAMENTO|02B|45,9|0|0|3|0|0|45,9
30101808|TRANSECÇÃO DE RETALHO|05B|187|1|0|3|0|0|187
30101816|TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO|05B|187|1|0|3|0|0|187
30101824|TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRICTIVAS|09A|471,75|1|0|3|0|0|471,75
30101832|CIRURGIA DE HEMANGIOMAS EXTENSOS|09C|566,1|2|0|4|0|0|566,1
30101840|TRATAMENTO DA MIIASE FURUNCULÓIDE (POR LESÃO)|02C|54,4|0|0|0|0|0|54,4
30101859|PHOTODERM E RAIO LASER EM HEMANGIOMAS, MANCHAS E CICATRIZES ATE 3X3 CM|02A|34|0|0|2|0|0|34
30101867|TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM ENXERTO DE PELE|09A|471,75|1|0|4|0|0|471,75
30101875|TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS CUTÂNEOS LOCAIS|09A|471,75|1|0|4|0|0|471,75
30101883|TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS MIOCUTÂNEOS OU MUSCULARES|09B|514,25|1|0|5|0|0|514,25
30101891|TRATAMENTO DE FÍSTULA CUTÂNEA|03B|95,2|0|0|2|0|0|95,2
30101905|PHOTODERM E RAIO LASER EM HEMANGIOMAS, MANCHAS E CICATRIZES MAIORES DE 6X6 CM|02A|34|0|0|2|0|0|34
30101913|TU PARTES MOLES - EXÉRESE|04A|130,05|1|0|1|0|0|130,05
30101921|EXERESE E SUTURA DE HEMANGIOMA, LINFANGIOMA OU NEVUS (POR GRUPO DE ATÉ 5 LESÕES)|03B|95,2|1|0|3|0|0|95,2
30101930|ABSCESSO DE UNHA (DRENAGEM) - TRATAMENTO CIRÚRGICO|02B|45,9|0|0|1|0|0|45,9
30101948|CANTOPLASTIA UNGUEAL|03A|74,8|1|0|2|0|0|74,8
30101956|UNHA (ENXERTO) - TRATAMENTO CIRÚRGICO|02B|45,9|1|0|2|0|0|45,9
30201012|BIOPSIA DE LABIO|02B|45,9|0|0|0|0|0|45,9
30201020|EXCISÃO COM PLÁSTICA DE VERMELHÃO|05B|187|2|0|3|0|0|187
30201039|EXCISÃO COM RECONSTRUÇÃO À CUSTA DE RETALHOS|07C|368,05|2|0|3|0|0|368,05
30201047|EXCISÃO COM RECONSTRUÇÃO TOTAL|10B|658,75|2|0|5|0|0|658,75
30201055|EXCISÃO EM CUNHA|02B|45,9|1|0|0|0|0|45,9
30201063|FRENOTOMIA LABIAL|02C|54,4|0|0|0|0|0|54,4
30201071|QUEILOPLASTIA PARA FISSURA LABIAL UNILATERAL - POR ESTÁGIO|09B|514,25|1|0|4|0|0|514,25
30201080|RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL|06A|216,75|1|0|3|0|0|216,75
30201098|RECONSTRUÇÃO TOTAL DO LÁBIO|10B|658,75|2|0|5|0|0|658,75
30201101|TRATAMENTO CIRÚRGICO DA MACROSTOMIA|05B|187|1|0|3|0|0|187
30201110|TRATAMENTO CIRÚRGICO DA MICROSTOMIA|05B|187|1|0|3|0|0|187
30202019|ALONGAMENTO CIRÚRGICO DO PALATO MOLE|09A|471,75|1|0|4|0|0|471,75
30202027|BIOPSIA DA BOCA|02B|45,9|0|0|0|0|0|45,9
30202035|EXCISÃO DE LESÃO MALIGNA COM RECONSTRUÇÃO À CUSTA DE RETALHOS LOCAIS|08B|416,5|3|0|4|0|0|416,5
30202043|EXCISÃO DE TUMOR DE BOCA COM MANDIBULECTOMIA|10A|607,75|3|0|5|0|0|607,75
30202051|EXÉRESE DE TUMOR E ENXERTO CUTÂNEO OU MUCOSO|05B|187|1|0|4|0|0|187
30202060|FÍSTULA OROFACIAL - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|3|0|0|216,75
30202078|GLOSSECTOMIA SUBTOTAL OU TOTAL, COM OU SEM MANDIBULECTOMIA|10A|607,75|3|0|5|0|0|607,75
30202086|PALATO-QUEILOPLASTIA UNILATERAL|10A|607,75|2|0|5|0|0|607,75
30202094|PALATOPLASTIA COM ENXERTO ÓSSEO|10A|607,75|1|0|5|0|0|607,75
30202108|PALATOPLASTIA COM RETALHO FARÍNGEO|10A|607,75|1|0|5|0|0|607,75
30202116|PALATOPLASTIA COM RETALHO MIOMUCOSO|09C|566,1|2|0|5|0|0|566,1
30202124|PALATOPLASTIA PARCIAL|09A|471,75|1|0|5|0|0|471,75
30202132|PALATOPLASTIA TOTAL|09C|566,1|1|0|5|0|0|566,1
30202140|PLÁSTICA DO DUCTO PAROTÍDEO|07A|281,35|1|0|3|0|0|281,35
30202159|LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL / OROFARINGE, POR SESSÃO|01A|8,5||0||||
30203023|TUMOR DE LÍNGUA - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|3|0|0|160,65
30204011|BIOPSIA DE GLANDULA SALIVAR|03B|95,2|1|0|0|0|0|95,2
30204020|EXCISÃO DE GLÂNDULA SUBMANDIBULAR|07C|368,05|1|0|3|0|0|368,05
30204038|EXÉRESE DE RÂNULA OU MUCOCELE|04A|130,05|1|0|3|0|0|130,05
30204046|PAROTIDECTOMIA PARCIAL COM CONSERVAÇÃO DO NERVO FACIAL|09A|471,75|2|0|5|0|0|471,75
30204054|PAROTIDECTOMIA TOTAL AMPLIADA COM OU SEM RECONSTRUÇÃO COM RETALHOS LOCAIS|10A|607,75|2|0|6|0|0|607,75
30204062|PAROTIDECTOMIA TOTAL|09C|566,1|2|0|5|0|0|566,1
30204070|PAROTIDECTOMIA TOTAL COM RECONSTRUÇÃO DO NERVO FACIAL|11A|773,5|2|0|6|0|0|773,5
30204097|PLASTIA DE DUCTO SALIVAR OU EXÉRESE DE CÁLCULO OU DE RÂNULA SALIVAR|04A|130,05|1|0|3|0|0|130,05
30204100|RESSECÇÃO DE TUMOR DE GLÂNDULA SUBLINGUAL|04C|160,65|1|0|3|0|0|160,65
30205018|ABSCESSO FARÍNGEO - QUALQUER ÁREA|03B|95,2|1|0|1|0|0|95,2
30205026|ADENO TONSILECTOMIA - REVISÃO CIRÚRGICA|05B|187|1|0|4|0|0|187
30205034|ADENO-AMIGDALECTOMIA|07A|281,35|1|0|3|0|0|281,35
30205042|ADENOIDECTOMIA|05B|187|0|0|2|0|0|187
30205050|AMIGDALECTOMIA DAS PALATINAS|05B|187|1|0|2|0|0|187
30205069|AMIGDALECTOMIA LINGUAL|05B|187|1|0|3|0|0|187
30205077|BIÓPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE|03B|95,2|1|0|2|0|0|95,2
30205085|CAUTERIZAÇÃO (QUALQUER TÉCNICA) POR SESSÃO|01C|25,5|0|0|0|0|0|25,5
30205093|CORPO ESTRANHO DE FARINGE - RETIRADA EM CONSULTÓRIO|03B|95,2|0|0|0|0|0|95,2
30205107|CORPO ESTRANHO DE FARINGE - RETIRADA SOB ANESTESIA GERAL|04A|130,05|0|0|1|0|0|130,05
30205115|CRIPTÓLISE AMIGDALIANA|04B|142,8|1|0|3|0|0|142,8
30205140|FARINGOLARINGECTOMIA|10C|731|3|0|5|0|0|731
30205158|FARINGOLARINGOESOFAGECTOMIA TOTAL|12B|1037|3|0|7|0|0|1037
30205166|RESSECÇÃO DE NASOANGIOFIBROMA|09C|566,1|3|0|5|0|0|566,1
30205174|RESSECCAO DE TUMOR DO RINOFARINGE|07C|368,05|2|0|4|0|0|368,05
30205182|RESSECÇÃO DE TUMOR DE FARINGE COM ACESSO POR FARINGOTOMIA OU POR RETALHO JUGAL|08C|442|3|0|6|0|0|442
30205190|RESSECÇÃO DE TUMOR DE FARINGE COM MANDIBULECTOMIA|09C|566,1|3|0|6|0|0|566,1
30205204|RESSECÇÃO DE TUMOR DE FARINGE POR MANDIBULOTOMIA|10C|731|3|0|5|0|0|731
30205212|RESSECÇÃO DE TUMOR DE NASOFARINGE VIA ENDOSCÓPICA|05B|187|1|0|5|0|0|187
30205220|TONSILECTOMIA A LASER|04B|142,8|1|0|3|0|0|142,8
30205239|TUMOR DE BOCA OU FARINGE - RESSECÇÃO|07C|368,05|1|0|4|0|0|368,05
30205247|UVULOPALATOFARINGOPLASTIA (QUALQUER TÉCNICA)|09A|471,75|1|0|5|0|0|471,75
30205271|ADENOIDECTOMIA POR VIDEOENDOSCOPIA|06B|238|0|338|3|0|0|576
30205280|ACIDO DELTA AMINO LEVULINICO, AMOSTRA ISOLADA, URINA|11B|848,3|3|385|6|0|0|1233,3
30206014|ALARGAMENTO DE TRAQUEOTOMIA|04C|160,65|1|0|3|0|0|160,65
30206022|ARITENOIDECTOMIA MICROCIRÚRGICA|06A|216,75|1|0|3|0|0|216,75
30206030|ARITENOIDECTOMIA OU ARITENOPEXIA VIA EXTERNA|08A|397,8|1|0|4|0|0|397,8
30206049|CONFECÇÃO DE FÍSTULA TRÁQUEO-ESOFÁGICA PARA PRÓTESE FONATÓRIA COM MIOTOMIA FARÍNGEA|08A|397,8|2|0|6|0|0|397,8
30206065|EXÉRESE DE TUMOR POR VIA ENDOSCÓPICA|06A|216,75|1|0|4|0|0|216,75
30206103|INJEÇÃO INTRALARÍNGEA DE TOXINA BOTULÍNICA|04B|142,8|1|0|1|0|0|142,8
30206120|LARINGECTOMIA PARCIAL|09C|566,1|3|0|5|0|0|566,1
30206138|LARINGECTOMIA TOTAL|10C|731|2|0|5|0|0|731
30206170|LARINGOFISSURA (INCLUSIVE COM CORDECTOMIA)|07A|281,35|2|0|4|0|0|281,35
30206200|LARINGOTRAQUEOPLASTIA|09A|471,75|2|0|4|0|0|471,75
30206219|MICROCIRURGIA COM LASER PARA REMOÇÃO DE LESÕES MALIGNAS|06A|216,75|1|0|4|0|0|216,75
30206227|MICROCIRURGIA COM USO DE LASER PARA RESSECÇÃO DE LESÕES BENIGNAS|05B|187|1|0|3|0|0|187
30206235|MICROCIRURGIA PARA DECORTICAÇÃO OU TRATAMENTO DE EDEMA DE REINKE|06A|216,75|1|0|3|0|0|216,75
30206243|MICROCIRURGIA PARA REMOÇÃO DE CISTO OU LESÃO INTRACORDAL|06A|216,75|1|0|4|0|0|216,75
30206251|MICROCIRURGIA PARA RESSECÇÃO DE PAPILOMA|06A|216,75|1|0|3|0|0|216,75
30206260|MICROCIRURGIA PARA RESSECÇÃO DE PÓLIPO, NÓDULO OU GRANULOMA|05B|187|1|0|3|0|0|187
30206278|MICROCIRURGIA PARA TRATAMENTO DE PARALISIA DE PREGA VOCAL (INCLUI INJEÇÃO DE MATERIAIS)|06A|216,75|1|0|3|0|0|216,75
30206294|RECONSTRUÇÃO PARA FONAÇÃO APÓS LARINGECTOMIA|05B|187|2|0|4|0|0|187
30206308|TIROPLASTIA TIPO 1 COM ROTAÇÃO DE ARITENÓIDE|08B|416,5|1|0|4|0|0|416,5
30206316|TIROPLASTIA TIPO 1 SIMPLES|06A|216,75|1|0|4|0|0|216,75
30206324|TIROPLASTIA TIPO 2 OU 3|06A|216,75|1|0|4|0|0|216,75
30206359|TRATAMENTO CIRÚRGICO DA ESTENOSE LARINGO-TRAQUEAL|09A|471,75|3|0|7|0|0|471,75
30206367|TRATAMENTO CIRÚRGICO DE TRAUMA LARÍNGEO (AGUDO)|07C|368,05|2|0|3|0|0|368,05
30207010|REDUÇÃO DE FRATURA DO MALAR (SEM FIXAÇÃO)|06A|216,75|1|0|1|0|0|216,75
30207029|REDUÇÃO DE FRATURA DO MALAR (COM FIXAÇÃO)|09A|471,75|1|0|3|0|0|471,75
30207037|REDUÇÃO DE FRATURA DE SEIO FRONTAL (ACESSO FRONTAL)|08C|442|1|0|3|0|0|442
30207045|REDUÇÃO DE FRATURA DE SEIO FRONTAL (ACESSO CORONAL)|08C|442|1|0|3|0|0|442
30207061|FRATURA DO ARCO ZIGOMÁTICO - REDUÇÃO INSTRUMENTAL SEM FIXAÇÃO|05B|187|1|0|2|0|0|187
30207070|FRATURA DO ARCO ZIGOMÁTICO - REDUÇÃO CIRÚRGICA COM FIXAÇÃO|09A|471,75|1|0|3|0|0|471,75
30207088|FRATURA SIMPLES DE MANDÍBULA COM CONTENÇÃO E BLOQUEIO INTERMAXILAR EVENTUAL|08C|442|1|0|3|0|0|442
30207096|FRATURA SIMPLES DE MANDÍBULA - REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA E BLOQUEIO INTERMAXILAR EVENTUAL|09A|471,75|2|0|4|0|0|471,75
30207100|FRATURA NASO ETMÓIDO ÓRBITO-ETMOIDAL|09B|514,25|1|0|5|0|0|514,25
30207118|FRATURA COMINUTIVA DE MANDÍBULA - REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA E BLOQUEIO INTERMAXILAR EVENTU|09C|566,1|2|0|5|0|0|566,1
30207126|FRATURAS COMPLEXAS DE MANDÍBULA - REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA E EVENTUAL BLOQUEIO INTERMAXIL|10B|658,75|2|0|5|0|0|658,75
30207134|FRATURAS ALVEOLARES - FIXAÇÃO COM APARELHO E CONTENÇÃO|05B|187|1|0|2|0|0|187
30207142|FRATURA MAXILA, TIPO LEFORT I E II - RED APLIC LEVANTAMENTO ZIGOMÁTICO-MAXILAR C/ BLOQUEIO INTERMAXI|09A|471,75|2|0|3|0|0|471,75
30207150|FRATURA DE MAXILA, TIPO LEFORT III - REDUÇÃO E APLICAÇÃO DE LEVANTAMENTO CRÂNIO-MAXILAR COM BLOQUEIO|09B|514,25|2|0|4|0|0|514,25
30207169|FRATURA LEFORT I - FIXAÇÃO CIRÚRGICA COM SÍNTESE ÓSSEA, LEVANTAMENTO E BLOQUEIO INTERMAXILAR EVENTUA|09A|471,75|1|0|4|0|0|471,75
30207177|FRATURA LEFORT II - FIXAÇÃO CIRÚRGICA COM SÍNTESE ÓSSEA, LEVANTAMENTO E BLOQUEIO INTERMAXILAR EVENTU|09A|471,75|2|0|5|0|0|471,75
30207185|FRATURA LEFORT III - FIXAÇÃO CIRÚRGICA COM SÍNTESE ÓSSEA, LEVANTAMENTO CRÂNIO-MAXILAR E BLOQUEIO INT|10A|607,75|2|0|5|0|0|607,75
30207193|FRATURAS MÚLTIPLAS DE TERÇO MÉDIO DA FACE:FIXAÇÃO CIRÚRGICA COM SÍNTESE ÓSSEA, LEVANTAMENTO CRÂNIO M|10C|731|2|0|5|0|0|731
30207207|FRATURAS COMPLEXAS TERÇO MÉDIO DA FACE, FIXAÇÃO CIRÚRGICA COM SÍNTESE, LEVANTAMENTO CRÂNIO-MAXILA|10C|731|2|0|6|0|0|731
30207215|RETIRADA DOS MEIOS DE FIXAÇÃO (NA FACE)|03B|95,2|0|0|2|0|0|95,2
30208017|ARTROPLASTIA PARA LUXAÇÃO RECIDIVANTE DA ARTICULAÇÃO TÊMPORO-MANDIBULAR|09B|514,25|2|0|5|0|0|514,25
30208025|OSTEOPLASTIA PARA PROGNATISMO, MICROGNATISMO OU LATEROGNATISMO|09B|514,25|2|0|5|0|0|514,25
30208033|OSTEOTOMIAS ALVÉOLO PALATINAS|09B|514,25|1|0|3|0|0|514,25
30208041|OSTEOTOMIAS SEGMENTARES DA MAXILA OU MALAR|09B|514,25|1|0|4|0|0|514,25
30208050|OSTEOTOMIA TIPO LEFORT I|09B|514,25|1|0|4|0|0|514,25
30208068|OSTEOTOMIA TIPO LEFORT II|10A|607,75|2|0|5|0|0|607,75
30208076|OSTEOTOMIA TIPO LEFORT III - EXTRACRANIANA|10B|658,75|2|0|5|0|0|658,75
30208084|OSTEOTOMIA CRÂNIO-MAXILARES COMPLEXAS|10C|731|3|0|6|0|0|731
30208092|REDUÇÃO SIMPLES DA LUXAÇÃO DA ARTICULAÇÃO TÊMPORO-MANDIBULAR COM FIXAÇÃO INTERMAXILAR|06A|216,75|1|0|2|0|0|216,75
30208106|RECONSTRUÇÃO PARCIAL DA MANDÍBULA COM ENXERTO ÓSSEO|10B|658,75|2|0|5|0|0|658,75
30208114|RECONSTRUÇÃO TOTAL DE MANDÍBULA COM PRÓTESE E OU ENXERTO ÓSSEO|10C|731|3|0|6|0|0|731
30208122|TRATAMENTO CIRÚRGICO DE ANQUILOSE DA ARTICULAÇÃO TÊMPORO MANDIBULAR|10C|731|1|0|4|0|0|731
30208130|TRANSLOCAÇÃO ETMÓIDO ORBITAL P/ TRAT HIPERTELORISMO MIOCUTÂNEO ASSOCIADO EXPANSOR DE TECIDO POR LADO|11A|773,5|3|0|6|0|0|773,5
30209013|OSTEOPLASTIAS ETMÓIDO ORBITAIS|10A|607,75|2|0|5|0|0|607,75
30209021|OSTEOPLASTIAS DE MANDÍBULA|09C|566,1|2|0|5|0|0|566,1
30209030|OSTEOPLASTIAS DO ARCO ZIGOMÁTICO|09A|471,75|1|0|3|0|0|471,75
30209048|OSTEOPLASTIAS DA ÓRBITA|10B|658,75|2|0|5|0|0|658,75
30209056|CORREÇÃO CIRÚRGICA DE DEPRESSÃO DA CALOTA CRANIANA|10B|658,75|2|0|5|0|0|658,75
30210011|HEMIATROFIA FACIAL, CORREÇÃO COM ENXERTO DE GORDURA OU IMPLANTE|09B|514,25|1|0|5|0|0|514,25
30210020|CORREÇÃO DE TUMORES, CICATRIZES OU FERIMENTOS COM O AUXÍLIO DE EXPANSORES DE TECIDOS - POR ESTÁGIO|09B|514,25|1|0|5|0|0|514,25
30210038|PARALISIA FACIAL - REANIMAÇÃO COM O MÚSCULO TEMPORAL (REGIÃO ORAL), SEM NEUROTIZAÇÃO|09B|514,25|2|0|5|0|0|514,25
30210046|PARALISIA FACIAL - REANIMAÇÃO COM O MÚSCULO TEMPORAL (REGIÃO ORBITAL), SEM NEUROTIZAÇÃO|09B|514,25|2|0|5|0|0|514,25
30210054|PARALISIA FACIAL - REANIMAÇÃO COM O MÚSCULO TEMPORAL (REGIÃO ORAL) COM NEUROTIZAÇÃO|11C|930,75|2|0|6|0|0|930,75
30210062|PARALISIA FACIAL - REANIMAÇÃO COM O MÚSCULO TEMPORAL (REGIÃO ORBITAL E ORAL) COM NEUROTIZAÇÃO|11C|930,75|1|0|6|0|0|930,75
30210070|RECONSTRUÇÃO COM RETALHOS AXIAIS SUPRA-ORBITAIS E SUPRATROCLEARES|09A|471,75|1|0|6|0|0|471,75
30210089|RECONSTRUÇÃO COM RETALHO AXIAL DA ARTÉRIA TEMPORAL SUPERFICIAL|09A|471,75|1|0|6|0|0|471,75
30210097|RECONSTRUÇÃO COM RETALHOS EM VY DE PEDÍCULO SUBARTERIAL|09A|471,75|1|0|6|0|0|471,75
30210100|RECONSTRUÇÃO COM ROTAÇÃO DO MÚSCULO TEMPORAL|09C|566,1|1|0|6|0|0|566,1
30210119|EXÉRESE DE TUMOR MALIGNO DE PELE|04A|130,05|1|0|2|0|0|130,05
30210127|EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA|03C|108,8|1|0|3|0|0|108,8
30211018|BIOPSIA DE MANDIBULA|04A|130,05|1|0|1|0|0|130,05
30211034|RESSECÇÃO DE TUMOR DE MANDÍBULA COM DESARTICULAÇÃO DE ATM|09B|514,25|3|0|5|0|0|514,25
30211042|HEMIMANDIBULECTOMIA OU RESSECÇÃO SEGMENTAR OU SECCIONAL DA MANDÍBULA|09B|514,25|2|0|4|0|0|514,25
30211050|MANDIBULECTOMIA TOTAL|10A|607,75|2|0|5|0|0|607,75
30212014|CERVICOTOMIA EXPLORADORA|07C|368,05|2|0|4|0|0|368,05
30212022|DRENAGEM DE ABSCESSO CERVICAL PROFUNDO|06A|216,75|1|0|2|0|0|216,75
30212030|ESVAZIAMENTO CERVICAL RADICAL UNILATERAL|09A|471,75|2|0|4|0|0|471,75
30212049|ESVAZIAMENTO CERVICAL RADICAL AMPLIADO|09C|566,1|2|0|5|0|0|566,1
30212057|ESVAZIAMENTO CERVICAL PARCIAL UNILATERAL|07C|368,05|2|0|3|0|0|368,05
30212065|EXÉRESE DE CISTO BRANQUIAL|07C|368,05|1|0|3|0|0|368,05
30212073|EXÉRESE DE CISTO TIREOGLOSSO|07C|368,05|1|0|3|0|0|368,05
30212081|EXERESE CISTO OU FISTULA BRANQUIAL DO PESCOCO|07B|311,1|2|0|3|0|0|311,1
30212090|LINFADENECTOMIA PROFUNDA|06A|216,75|1|0|2|0|0|216,75
30212103|LINFADENECTOMIA SUPERFICIAL|03B|95,2|1|0|1|0|0|95,2
30212111|NEUROBLASTOMA CERVICAL - EXÉRESE|11A|773,5|1|0|5|0|0|773,5
30212120|PUNÇÃO-BIÓPSIA|02B|45,9|0|0|0|0|0|45,9
30212138|RECONSTRUÇÃO DE ESÔFAGO CERVICAL|09C|566,1|1|0|5|0|0|566,1
30212146|RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO|10C|731|2|0|5|0|0|731
30212154|RETRACAO CICATRICIAL PESCOCO -CIR. EM 1 ESTAGIO|09A|471,75|2|0|5|0|0|471,75
30212162|RETRACAO CICATRICIAL PESCOCO - VARIOS ESTAGIOS|09B|514,25|1|0|5|0|0|514,25
30212170|TORCICOLO CONGÊNITO - TRATAMENTO CIRÚRGICO|09A|471,75|1|0|4|0|0|471,75
30212189|TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL|07C|368,05|2|0|4|0|0|368,05
30212197|TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO|05B|187|1|0|3|0|0|187
30213010|BIÓPSIA DE TIREÓIDE|03A|74,8|0|0|0|0|0|74,8
30213029|BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO|10B|658,75|3|0|5|0|0|658,75
30213037|ISTMECTOMIA OU NODULECTOMIA|05B|187|2|0|4|0|0|187
30213045|TIREOIDECTOMIA PARCIAL|07C|368,05|2|0|4|0|0|368,05
30213053|TIREOIDECTOMIA TOTAL|09A|471,75|2|0|5|0|0|471,75
30214017|BIÓPSIA DE PARATIREÓIDE|07A|281,35|1|0|1|0|0|281,35
30214025|PARATIREOIDECTOMIA COM TORACOTOMIA|10B|658,75|2|0|5|0|0|658,75
30214033|REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA|05B|187|1|0|4|0|0|187
30214041|TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO|09A|471,75|2|0|4|0|0|471,75
30214050|TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO SECUNDÁRIO|10A|607,75|2|0|4|0|0|607,75
30215013|CRANIOPLASTIA|09A|471,75|1|0|4|0|0|471,75
30215021|CRANIOTOMIA DESCOMPRESSIVA|09C|566,1|2|0|5|0|0|566,1
30215030|CRANIOTOMIA PARA TUMORES ÓSSEOS|09A|471,75|2|0|4|0|0|471,75
30215048|RECONSTRUÇÃO CRANIANA OU CRANIOFACIAL|11A|773,5|2|0|7|0|0|773,5
30215056|RETIRADA DE CRANIOPLASTIA|07C|368,05|1|0|3|0|0|368,05
30215072|TRATAMENTO CIRÚRGICO DA CRANIOSSINOSTOSE|08C|442|1|0|5|0|0|442
30215080|TRATAMENTO CIRÚRGICO DA FRATURA DO CRÂNIO - AFUNDAMENTO|09B|514,25|2|0|5|0|0|514,25
30215099|TRATAMENTO CIRÚRGICO DA OSTEOMIELITE DE CRÂNIO|08B|416,5|2|0|4|0|0|416,5
30301017|ABSCESSO DE PÁLPEBRA - DRENAGEM|02B|45,9|0|0|0|0|0|45,9
30301025|BIÓPSIA DE PÁLPEBRA|02B|45,9|0|0|0|0|0|45,9
